skills,interests,experience_level,resume_text,career
"sql, business analysis, excel, tableau, dashboards, statistics, power bi","analytics, cloud",Intermediate,"Built projects using sql, business analysis, excel, tableau, dashboards, statistics, power bi with focus on data analyst outcomes and measurable impact.",Data Analyst
"tableau, statistics, sql, dashboards, business analysis, excel, power bi","security, ai",Beginner,"Built projects using tableau, statistics, sql, dashboards, business analysis, excel, power bi with focus on data analyst outcomes and measurable impact.",Data Analyst
"sql, power bi, statistics","security, automation",Advanced,"Built projects using sql, power bi, statistics with focus on data analyst outcomes and measurable impact.",Data Analyst
"statistics, excel, dashboards, tableau, power bi, sql, business analysis","systems, automation",Intermediate,"Built projects using statistics, excel, dashboards, tableau, power bi, sql, business analysis with focus on data analyst outcomes and measurable impact.",Data Analyst
"business analysis, statistics, sql, power bi, dashboards, tableau, excel","cloud, product",Intermediate,"Built projects using business analysis, statistics, sql, power bi, dashboards, tableau, excel with focus on data analyst outcomes and measurable impact.",Data Analyst
"dashboards, statistics, sql, excel, power bi, tableau, business analysis","product, ai",Intermediate,"Built projects using dashboards, statistics, sql, excel, power bi, tableau, business analysis with focus on data analyst outcomes and measurable impact.",Data Analyst
"sql, business analysis, power bi, statistics, tableau, dashboards","ai, security",Intermediate,"Built projects using sql, business analysis, power bi, statistics, tableau, dashboards with focus on data analyst outcomes and measurable impact.",Data Analyst
"statistics, excel, sql, tableau, power bi, business analysis","ai, cloud",Beginner,"Built projects using statistics, excel, sql, tableau, power bi, business analysis with focus on data analyst outcomes and measurable impact.",Data Analyst
"power bi, excel, tableau, sql, business analysis, dashboards","cloud, systems",Intermediate,"Built projects using power bi, excel, tableau, sql, business analysis, dashboards with focus on data analyst outcomes and measurable impact.",Data Analyst
"power bi, dashboards, statistics, excel, business analysis, sql","automation, product",Intermediate,"Built projects using power bi, dashboards, statistics, excel, business analysis, sql with focus on data analyst outcomes and measurable impact.",Data Analyst
"statistics, dashboards, power bi, business analysis, sql, tableau","analytics, security",Intermediate,"Built projects using statistics, dashboards, power bi, business analysis, sql, tableau with focus on data analyst outcomes and measurable impact.",Data Analyst
"sql, dashboards, excel, business analysis, tableau, power bi, statistics","ai, systems",Intermediate,"Built projects using sql, dashboards, excel, business analysis, tableau, power bi, statistics with focus on data analyst outcomes and measurable impact.",Data Analyst
"power bi, excel, tableau, business analysis, dashboards, statistics, sql","security, cloud",Beginner,"Built projects using power bi, excel, tableau, business analysis, dashboards, statistics, sql with focus on data analyst outcomes and measurable impact.",Data Analyst
"excel, sql, power bi, tableau, dashboards, business analysis, statistics","analytics, automation",Beginner,"Built projects using excel, sql, power bi, tableau, dashboards, business analysis, statistics with focus on data analyst outcomes and measurable impact.",Data Analyst
"dashboards, excel, business analysis","automation, security",Beginner,"Built projects using dashboards, excel, business analysis with focus on data analyst outcomes and measurable impact.",Data Analyst
"statistics, business analysis, tableau, power bi, excel","product, systems",Beginner,"Built projects using statistics, business analysis, tableau, power bi, excel with focus on data analyst outcomes and measurable impact.",Data Analyst
"dashboards, tableau, excel, statistics, business analysis, sql","ai, systems",Intermediate,"Built projects using dashboards, tableau, excel, statistics, business analysis, sql with focus on data analyst outcomes and measurable impact.",Data Analyst
"dashboards, statistics, business analysis, sql, tableau","product, cloud",Intermediate,"Built projects using dashboards, statistics, business analysis, sql, tableau with focus on data analyst outcomes and measurable impact.",Data Analyst
"business analysis, power bi, sql","product, cloud",Advanced,"Built projects using business analysis, power bi, sql with focus on data analyst outcomes and measurable impact.",Data Analyst
"power bi, sql, business analysis, statistics, dashboards","product, analytics",Intermediate,"Built projects using power bi, sql, business analysis, statistics, dashboards with focus on data analyst outcomes and measurable impact.",Data Analyst
"dashboards, excel, sql, power bi, statistics","security, cloud",Beginner,"Built projects using dashboards, excel, sql, power bi, statistics with focus on data analyst outcomes and measurable impact.",Data Analyst
"dashboards, excel, sql, tableau, power bi","automation, cloud",Beginner,"Built projects using dashboards, excel, sql, tableau, power bi with focus on data analyst outcomes and measurable impact.",Data Analyst
"excel, business analysis, power bi","automation, cloud",Intermediate,"Built projects using excel, business analysis, power bi with focus on data analyst outcomes and measurable impact.",Data Analyst
"tableau, business analysis, dashboards, sql","systems, product",Beginner,"Built projects using tableau, business analysis, dashboards, sql with focus on data analyst outcomes and measurable impact.",Data Analyst
"excel, statistics, business analysis","product, automation",Intermediate,"Built projects using excel, statistics, business analysis with focus on data analyst outcomes and measurable impact.",Data Analyst
"business analysis, statistics, dashboards, power bi, excel, sql, tableau","cloud, product",Intermediate,"Built projects using business analysis, statistics, dashboards, power bi, excel, sql, tableau with focus on data analyst outcomes and measurable impact.",Data Analyst
"business analysis, power bi, dashboards","ai, analytics",Beginner,"Built projects using business analysis, power bi, dashboards with focus on data analyst outcomes and measurable impact.",Data Analyst
"power bi, statistics, business analysis, dashboards, excel, sql, tableau","cloud, product",Intermediate,"Built projects using power bi, statistics, business analysis, dashboards, excel, sql, tableau with focus on data analyst outcomes and measurable impact.",Data Analyst
"statistics, sql, excel, dashboards, power bi, tableau","product, systems",Beginner,"Built projects using statistics, sql, excel, dashboards, power bi, tableau with focus on data analyst outcomes and measurable impact.",Data Analyst
"dashboards, power bi, tableau","cloud, security",Beginner,"Built projects using dashboards, power bi, tableau with focus on data analyst outcomes and measurable impact.",Data Analyst
"excel, power bi, tableau, statistics, business analysis","cloud, security",Advanced,"Built projects using excel, power bi, tableau, statistics, business analysis with focus on data analyst outcomes and measurable impact.",Data Analyst
"sql, power bi, excel, statistics, tableau, dashboards, business analysis","security, cloud",Beginner,"Built projects using sql, power bi, excel, statistics, tableau, dashboards, business analysis with focus on data analyst outcomes and measurable impact.",Data Analyst
"sql, power bi, excel, statistics","ai, systems",Intermediate,"Built projects using sql, power bi, excel, statistics with focus on data analyst outcomes and measurable impact.",Data Analyst
"excel, dashboards, power bi","ai, cloud",Intermediate,"Built projects using excel, dashboards, power bi with focus on data analyst outcomes and measurable impact.",Data Analyst
"excel, power bi, tableau, sql","security, cloud",Intermediate,"Built projects using excel, power bi, tableau, sql with focus on data analyst outcomes and measurable impact.",Data Analyst
"statistics, power bi, dashboards, business analysis","ai, security",Intermediate,"Built projects using statistics, power bi, dashboards, business analysis with focus on data analyst outcomes and measurable impact.",Data Analyst
"excel, statistics, business analysis, tableau, power bi","analytics, systems",Intermediate,"Built projects using excel, statistics, business analysis, tableau, power bi with focus on data analyst outcomes and measurable impact.",Data Analyst
"power bi, statistics, excel, business analysis, sql, dashboards","systems, product",Beginner,"Built projects using power bi, statistics, excel, business analysis, sql, dashboards with focus on data analyst outcomes and measurable impact.",Data Analyst
"sql, power bi, statistics, dashboards, tableau, business analysis","security, product",Intermediate,"Built projects using sql, power bi, statistics, dashboards, tableau, business analysis with focus on data analyst outcomes and measurable impact.",Data Analyst
"dashboards, business analysis, excel, tableau, power bi, statistics, sql","cloud, analytics",Advanced,"Built projects using dashboards, business analysis, excel, tableau, power bi, statistics, sql with focus on data analyst outcomes and measurable impact.",Data Analyst
"dashboards, power bi, business analysis, sql, excel","product, analytics",Intermediate,"Built projects using dashboards, power bi, business analysis, sql, excel with focus on data analyst outcomes and measurable impact.",Data Analyst
"excel, sql, dashboards, business analysis, power bi","systems, product",Beginner,"Built projects using excel, sql, dashboards, business analysis, power bi with focus on data analyst outcomes and measurable impact.",Data Analyst
"power bi, tableau, dashboards, business analysis, statistics, sql, excel","automation, analytics",Intermediate,"Built projects using power bi, tableau, dashboards, business analysis, statistics, sql, excel with focus on data analyst outcomes and measurable impact.",Data Analyst
"business analysis, tableau, dashboards, sql, statistics","ai, analytics",Intermediate,"Built projects using business analysis, tableau, dashboards, sql, statistics with focus on data analyst outcomes and measurable impact.",Data Analyst
"sql, statistics, dashboards, power bi, tableau, business analysis, excel","product, automation",Beginner,"Built projects using sql, statistics, dashboards, power bi, tableau, business analysis, excel with focus on data analyst outcomes and measurable impact.",Data Analyst
"excel, dashboards, statistics, power bi, tableau","systems, analytics",Beginner,"Built projects using excel, dashboards, statistics, power bi, tableau with focus on data analyst outcomes and measurable impact.",Data Analyst
"business analysis, power bi, excel","security, automation",Beginner,"Built projects using business analysis, power bi, excel with focus on data analyst outcomes and measurable impact.",Data Analyst
"business analysis, tableau, sql, dashboards, statistics","cloud, systems",Advanced,"Built projects using business analysis, tableau, sql, dashboards, statistics with focus on data analyst outcomes and measurable impact.",Data Analyst
"sql, tableau, excel, statistics, business analysis, power bi, dashboards","product, automation",Intermediate,"Built projects using sql, tableau, excel, statistics, business analysis, power bi, dashboards with focus on data analyst outcomes and measurable impact.",Data Analyst
"business analysis, excel, power bi, sql, statistics, dashboards","analytics, automation",Beginner,"Built projects using business analysis, excel, power bi, sql, statistics, dashboards with focus on data analyst outcomes and measurable impact.",Data Analyst
"business analysis, excel, statistics, power bi, tableau, sql","automation, ai",Beginner,"Built projects using business analysis, excel, statistics, power bi, tableau, sql with focus on data analyst outcomes and measurable impact.",Data Analyst
"excel, statistics, sql, dashboards","systems, cloud",Beginner,"Built projects using excel, statistics, sql, dashboards with focus on data analyst outcomes and measurable impact.",Data Analyst
"power bi, business analysis, sql, statistics, tableau, excel","automation, cloud",Intermediate,"Built projects using power bi, business analysis, sql, statistics, tableau, excel with focus on data analyst outcomes and measurable impact.",Data Analyst
"dashboards, statistics, power bi, business analysis, tableau, excel","cloud, product",Beginner,"Built projects using dashboards, statistics, power bi, business analysis, tableau, excel with focus on data analyst outcomes and measurable impact.",Data Analyst
"business analysis, statistics, excel","security, analytics",Intermediate,"Built projects using business analysis, statistics, excel with focus on data analyst outcomes and measurable impact.",Data Analyst
"excel, tableau, sql, statistics, power bi, business analysis","product, automation",Advanced,"Built projects using excel, tableau, sql, statistics, power bi, business analysis with focus on data analyst outcomes and measurable impact.",Data Analyst
"tableau, dashboards, sql, statistics, power bi, excel","analytics, product",Beginner,"Built projects using tableau, dashboards, sql, statistics, power bi, excel with focus on data analyst outcomes and measurable impact.",Data Analyst
"power bi, dashboards, statistics, sql, excel, business analysis","automation, ai",Advanced,"Built projects using power bi, dashboards, statistics, sql, excel, business analysis with focus on data analyst outcomes and measurable impact.",Data Analyst
"power bi, tableau, dashboards","systems, security",Advanced,"Built projects using power bi, tableau, dashboards with focus on data analyst outcomes and measurable impact.",Data Analyst
"tableau, excel, statistics, business analysis, sql","cloud, ai",Intermediate,"Built projects using tableau, excel, statistics, business analysis, sql with focus on data analyst outcomes and measurable impact.",Data Analyst
"statistics, power bi, tableau","systems, product",Beginner,"Built projects using statistics, power bi, tableau with focus on data analyst outcomes and measurable impact.",Data Analyst
"power bi, dashboards, sql, tableau, excel","security, analytics",Beginner,"Built projects using power bi, dashboards, sql, tableau, excel with focus on data analyst outcomes and measurable impact.",Data Analyst
"sql, tableau, excel, dashboards, power bi, business analysis","cloud, security",Intermediate,"Built projects using sql, tableau, excel, dashboards, power bi, business analysis with focus on data analyst outcomes and measurable impact.",Data Analyst
"excel, statistics, dashboards","systems, cloud",Beginner,"Built projects using excel, statistics, dashboards with focus on data analyst outcomes and measurable impact.",Data Analyst
"sql, statistics, dashboards, power bi, business analysis, tableau","product, security",Advanced,"Built projects using sql, statistics, dashboards, power bi, business analysis, tableau with focus on data analyst outcomes and measurable impact.",Data Analyst
"business analysis, tableau, statistics, sql, excel, dashboards, power bi","security, automation",Beginner,"Built projects using business analysis, tableau, statistics, sql, excel, dashboards, power bi with focus on data analyst outcomes and measurable impact.",Data Analyst
"power bi, dashboards, tableau, sql, business analysis, excel, statistics","analytics, security",Beginner,"Built projects using power bi, dashboards, tableau, sql, business analysis, excel, statistics with focus on data analyst outcomes and measurable impact.",Data Analyst
"power bi, dashboards, sql, statistics, business analysis, tableau","security, systems",Advanced,"Built projects using power bi, dashboards, sql, statistics, business analysis, tableau with focus on data analyst outcomes and measurable impact.",Data Analyst
"sql, tableau, excel, power bi, business analysis","systems, security",Beginner,"Built projects using sql, tableau, excel, power bi, business analysis with focus on data analyst outcomes and measurable impact.",Data Analyst
"business analysis, excel, sql, statistics, power bi, dashboards, tableau","security, analytics",Advanced,"Built projects using business analysis, excel, sql, statistics, power bi, dashboards, tableau with focus on data analyst outcomes and measurable impact.",Data Analyst
"excel, statistics, business analysis, power bi, dashboards, sql","systems, ai",Intermediate,"Built projects using excel, statistics, business analysis, power bi, dashboards, sql with focus on data analyst outcomes and measurable impact.",Data Analyst
"tableau, excel, statistics","systems, ai",Beginner,"Built projects using tableau, excel, statistics with focus on data analyst outcomes and measurable impact.",Data Analyst
"business analysis, excel, tableau","systems, ai",Intermediate,"Built projects using business analysis, excel, tableau with focus on data analyst outcomes and measurable impact.",Data Analyst
"business analysis, power bi, sql, tableau, statistics, dashboards, excel","automation, ai",Beginner,"Built projects using business analysis, power bi, sql, tableau, statistics, dashboards, excel with focus on data analyst outcomes and measurable impact.",Data Analyst
"power bi, excel, dashboards, sql, tableau","product, systems",Beginner,"Built projects using power bi, excel, dashboards, sql, tableau with focus on data analyst outcomes and measurable impact.",Data Analyst
"sql, tableau, statistics, business analysis","ai, analytics",Advanced,"Built projects using sql, tableau, statistics, business analysis with focus on data analyst outcomes and measurable impact.",Data Analyst
"tableau, excel, sql, dashboards, power bi","automation, security",Intermediate,"Built projects using tableau, excel, sql, dashboards, power bi with focus on data analyst outcomes and measurable impact.",Data Analyst
"sql, excel, tableau, business analysis, power bi, statistics, dashboards","automation, analytics",Intermediate,"Built projects using sql, excel, tableau, business analysis, power bi, statistics, dashboards with focus on data analyst outcomes and measurable impact.",Data Analyst
"business analysis, sql, statistics, power bi, dashboards","ai, automation",Intermediate,"Built projects using business analysis, sql, statistics, power bi, dashboards with focus on data analyst outcomes and measurable impact.",Data Analyst
"sql, statistics, business analysis, dashboards, excel","product, ai",Intermediate,"Built projects using sql, statistics, business analysis, dashboards, excel with focus on data analyst outcomes and measurable impact.",Data Analyst
"dashboards, sql, tableau, business analysis, statistics, excel","ai, security",Intermediate,"Built projects using dashboards, sql, tableau, business analysis, statistics, excel with focus on data analyst outcomes and measurable impact.",Data Analyst
"tableau, sql, dashboards, statistics, excel, business analysis","product, analytics",Beginner,"Built projects using tableau, sql, dashboards, statistics, excel, business analysis with focus on data analyst outcomes and measurable impact.",Data Analyst
"tableau, dashboards, statistics, power bi, business analysis, excel, sql","ai, analytics",Beginner,"Built projects using tableau, dashboards, statistics, power bi, business analysis, excel, sql with focus on data analyst outcomes and measurable impact.",Data Analyst
"business analysis, sql, statistics","ai, analytics",Intermediate,"Built projects using business analysis, sql, statistics with focus on data analyst outcomes and measurable impact.",Data Analyst
"statistics, dashboards, excel, business analysis, sql","automation, product",Intermediate,"Built projects using statistics, dashboards, excel, business analysis, sql with focus on data analyst outcomes and measurable impact.",Data Analyst
"business analysis, excel, power bi, tableau","automation, product",Intermediate,"Built projects using business analysis, excel, power bi, tableau with focus on data analyst outcomes and measurable impact.",Data Analyst
"business analysis, power bi, excel, statistics, sql, tableau, dashboards","ai, security",Intermediate,"Built projects using business analysis, power bi, excel, statistics, sql, tableau, dashboards with focus on data analyst outcomes and measurable impact.",Data Analyst
"business analysis, power bi, sql, dashboards","cloud, ai",Intermediate,"Built projects using business analysis, power bi, sql, dashboards with focus on data analyst outcomes and measurable impact.",Data Analyst
"statistics, sql, power bi, dashboards, excel","cloud, automation",Intermediate,"Built projects using statistics, sql, power bi, dashboards, excel with focus on data analyst outcomes and measurable impact.",Data Analyst
"dashboards, power bi, sql, statistics, excel","cloud, product",Intermediate,"Built projects using dashboards, power bi, sql, statistics, excel with focus on data analyst outcomes and measurable impact.",Data Analyst
"statistics, business analysis, excel, power bi, sql, dashboards","security, systems",Intermediate,"Built projects using statistics, business analysis, excel, power bi, sql, dashboards with focus on data analyst outcomes and measurable impact.",Data Analyst
"business analysis, excel, tableau, sql","product, cloud",Beginner,"Built projects using business analysis, excel, tableau, sql with focus on data analyst outcomes and measurable impact.",Data Analyst
"statistics, dashboards, sql, tableau, power bi, business analysis, excel","ai, analytics",Beginner,"Built projects using statistics, dashboards, sql, tableau, power bi, business analysis, excel with focus on data analyst outcomes and measurable impact.",Data Analyst
"business analysis, sql, tableau, excel, dashboards, power bi","automation, analytics",Intermediate,"Built projects using business analysis, sql, tableau, excel, dashboards, power bi with focus on data analyst outcomes and measurable impact.",Data Analyst
"business analysis, excel, tableau, statistics, dashboards, power bi","analytics, systems",Beginner,"Built projects using business analysis, excel, tableau, statistics, dashboards, power bi with focus on data analyst outcomes and measurable impact.",Data Analyst
"excel, business analysis, statistics, tableau","cloud, security",Beginner,"Built projects using excel, business analysis, statistics, tableau with focus on data analyst outcomes and measurable impact.",Data Analyst
"sql, excel, business analysis","security, automation",Beginner,"Built projects using sql, excel, business analysis with focus on data analyst outcomes and measurable impact.",Data Analyst
"business analysis, tableau, sql","security, systems",Beginner,"Built projects using business analysis, tableau, sql with focus on data analyst outcomes and measurable impact.",Data Analyst
"dashboards, power bi, sql, statistics","automation, product",Intermediate,"Built projects using dashboards, power bi, sql, statistics with focus on data analyst outcomes and measurable impact.",Data Analyst
"business analysis, sql, statistics, tableau, dashboards, power bi, excel","systems, ai",Intermediate,"Built projects using business analysis, sql, statistics, tableau, dashboards, power bi, excel with focus on data analyst outcomes and measurable impact.",Data Analyst
"tableau, sql, excel","cloud, analytics",Advanced,"Built projects using tableau, sql, excel with focus on data analyst outcomes and measurable impact.",Data Analyst
"dashboards, sql, power bi, tableau, business analysis","product, cloud",Beginner,"Built projects using dashboards, sql, power bi, tableau, business analysis with focus on data analyst outcomes and measurable impact.",Data Analyst
"power bi, tableau, dashboards, statistics","analytics, security",Intermediate,"Built projects using power bi, tableau, dashboards, statistics with focus on data analyst outcomes and measurable impact.",Data Analyst
"power bi, dashboards, business analysis, excel, tableau, sql","cloud, automation",Intermediate,"Built projects using power bi, dashboards, business analysis, excel, tableau, sql with focus on data analyst outcomes and measurable impact.",Data Analyst
"sql, statistics, power bi, business analysis, dashboards","analytics, security",Intermediate,"Built projects using sql, statistics, power bi, business analysis, dashboards with focus on data analyst outcomes and measurable impact.",Data Analyst
"power bi, statistics, dashboards, excel, sql","automation, systems",Intermediate,"Built projects using power bi, statistics, dashboards, excel, sql with focus on data analyst outcomes and measurable impact.",Data Analyst
"power bi, dashboards, excel, statistics","systems, automation",Intermediate,"Built projects using power bi, dashboards, excel, statistics with focus on data analyst outcomes and measurable impact.",Data Analyst
"tableau, sql, power bi, statistics","systems, ai",Advanced,"Built projects using tableau, sql, power bi, statistics with focus on data analyst outcomes and measurable impact.",Data Analyst
"dashboards, sql, tableau","security, systems",Beginner,"Built projects using dashboards, sql, tableau with focus on data analyst outcomes and measurable impact.",Data Analyst
"power bi, business analysis, sql, dashboards, excel","cloud, security",Beginner,"Built projects using power bi, business analysis, sql, dashboards, excel with focus on data analyst outcomes and measurable impact.",Data Analyst
"statistics, business analysis, sql, dashboards, excel, power bi","security, cloud",Advanced,"Built projects using statistics, business analysis, sql, dashboards, excel, power bi with focus on data analyst outcomes and measurable impact.",Data Analyst
"excel, tableau, business analysis, power bi, sql","security, systems",Intermediate,"Built projects using excel, tableau, business analysis, power bi, sql with focus on data analyst outcomes and measurable impact.",Data Analyst
"tableau, business analysis, power bi, sql","product, automation",Intermediate,"Built projects using tableau, business analysis, power bi, sql with focus on data analyst outcomes and measurable impact.",Data Analyst
"tableau, sql, dashboards, statistics, power bi, business analysis","analytics, ai",Beginner,"Built projects using tableau, sql, dashboards, statistics, power bi, business analysis with focus on data analyst outcomes and measurable impact.",Data Analyst
"dashboards, statistics, power bi, excel, sql, business analysis","cloud, ai",Advanced,"Built projects using dashboards, statistics, power bi, excel, sql, business analysis with focus on data analyst outcomes and measurable impact.",Data Analyst
"sql, statistics, power bi, tableau, dashboards, excel","product, systems",Advanced,"Built projects using sql, statistics, power bi, tableau, dashboards, excel with focus on data analyst outcomes and measurable impact.",Data Analyst
"sql, dashboards, statistics, power bi","systems, ai",Intermediate,"Built projects using sql, dashboards, statistics, power bi with focus on data analyst outcomes and measurable impact.",Data Analyst
"power bi, sql, business analysis, dashboards, excel, tableau, statistics","product, automation",Intermediate,"Built projects using power bi, sql, business analysis, dashboards, excel, tableau, statistics with focus on data analyst outcomes and measurable impact.",Data Analyst
"sql, tableau, power bi","automation, ai",Advanced,"Built projects using sql, tableau, power bi with focus on data analyst outcomes and measurable impact.",Data Analyst
"statistics, power bi, business analysis, sql, excel, tableau, dashboards","ai, cloud",Beginner,"Built projects using statistics, power bi, business analysis, sql, excel, tableau, dashboards with focus on data analyst outcomes and measurable impact.",Data Analyst
"power bi, statistics, dashboards, business analysis, sql, excel","security, ai",Beginner,"Built projects using power bi, statistics, dashboards, business analysis, sql, excel with focus on data analyst outcomes and measurable impact.",Data Analyst
"business analysis, statistics, tableau, sql, excel","automation, cloud",Intermediate,"Built projects using business analysis, statistics, tableau, sql, excel with focus on data analyst outcomes and measurable impact.",Data Analyst
"sql, dashboards, power bi, statistics, excel, business analysis, tableau","systems, automation",Advanced,"Built projects using sql, dashboards, power bi, statistics, excel, business analysis, tableau with focus on data analyst outcomes and measurable impact.",Data Analyst
"excel, dashboards, tableau","ai, automation",Intermediate,"Built projects using excel, dashboards, tableau with focus on data analyst outcomes and measurable impact.",Data Analyst
"power bi, dashboards, business analysis, sql","analytics, systems",Intermediate,"Built projects using power bi, dashboards, business analysis, sql with focus on data analyst outcomes and measurable impact.",Data Analyst
"excel, business analysis, sql, power bi","security, systems",Intermediate,"Built projects using excel, business analysis, sql, power bi with focus on data analyst outcomes and measurable impact.",Data Analyst
"dashboards, sql, statistics, tableau, excel","systems, ai",Intermediate,"Built projects using dashboards, sql, statistics, tableau, excel with focus on data analyst outcomes and measurable impact.",Data Analyst
"power bi, dashboards, sql, statistics","ai, systems",Beginner,"Built projects using power bi, dashboards, sql, statistics with focus on data analyst outcomes and measurable impact.",Data Analyst
"dashboards, power bi, excel","security, ai",Intermediate,"Built projects using dashboards, power bi, excel with focus on data analyst outcomes and measurable impact.",Data Analyst
"sql, statistics, power bi, tableau, dashboards","security, product",Intermediate,"Built projects using sql, statistics, power bi, tableau, dashboards with focus on data analyst outcomes and measurable impact.",Data Analyst
"excel, dashboards, tableau, statistics, business analysis, power bi, sql","security, ai",Intermediate,"Built projects using excel, dashboards, tableau, statistics, business analysis, power bi, sql with focus on data analyst outcomes and measurable impact.",Data Analyst
"statistics, excel, power bi, business analysis, dashboards, tableau, sql","security, product",Advanced,"Built projects using statistics, excel, power bi, business analysis, dashboards, tableau, sql with focus on data analyst outcomes and measurable impact.",Data Analyst
"business analysis, dashboards, tableau","systems, security",Beginner,"Built projects using business analysis, dashboards, tableau with focus on data analyst outcomes and measurable impact.",Data Analyst
"sql, tableau, dashboards, excel, business analysis, statistics","analytics, ai",Beginner,"Built projects using sql, tableau, dashboards, excel, business analysis, statistics with focus on data analyst outcomes and measurable impact.",Data Analyst
"power bi, sql, tableau, dashboards, statistics, excel","automation, analytics",Beginner,"Built projects using power bi, sql, tableau, dashboards, statistics, excel with focus on data analyst outcomes and measurable impact.",Data Analyst
"dashboards, tableau, statistics","systems, product",Intermediate,"Built projects using dashboards, tableau, statistics with focus on data analyst outcomes and measurable impact.",Data Analyst
"power bi, excel, tableau, dashboards, sql, statistics","analytics, security",Advanced,"Built projects using power bi, excel, tableau, dashboards, sql, statistics with focus on data analyst outcomes and measurable impact.",Data Analyst
"excel, tableau, statistics, business analysis, power bi, dashboards","automation, security",Intermediate,"Built projects using excel, tableau, statistics, business analysis, power bi, dashboards with focus on data analyst outcomes and measurable impact.",Data Analyst
"dashboards, business analysis, sql, tableau","security, ai",Intermediate,"Built projects using dashboards, business analysis, sql, tableau with focus on data analyst outcomes and measurable impact.",Data Analyst
"sql, power bi, statistics, dashboards, tableau","product, systems",Beginner,"Built projects using sql, power bi, statistics, dashboards, tableau with focus on data analyst outcomes and measurable impact.",Data Analyst
"excel, dashboards, business analysis, power bi, statistics, tableau, sql","product, systems",Beginner,"Built projects using excel, dashboards, business analysis, power bi, statistics, tableau, sql with focus on data analyst outcomes and measurable impact.",Data Analyst
"power bi, tableau, sql, business analysis, dashboards, excel","ai, automation",Advanced,"Built projects using power bi, tableau, sql, business analysis, dashboards, excel with focus on data analyst outcomes and measurable impact.",Data Analyst
"tableau, power bi, dashboards, excel, statistics, business analysis","systems, analytics",Advanced,"Built projects using tableau, power bi, dashboards, excel, statistics, business analysis with focus on data analyst outcomes and measurable impact.",Data Analyst
"business analysis, tableau, excel","systems, ai",Intermediate,"Built projects using business analysis, tableau, excel with focus on data analyst outcomes and measurable impact.",Data Analyst
"statistics, power bi, business analysis","product, systems",Beginner,"Built projects using statistics, power bi, business analysis with focus on data analyst outcomes and measurable impact.",Data Analyst
"sql, tableau, power bi","security, cloud",Advanced,"Built projects using sql, tableau, power bi with focus on data analyst outcomes and measurable impact.",Data Analyst
"tableau, sql, dashboards, power bi, excel","product, automation",Intermediate,"Built projects using tableau, sql, dashboards, power bi, excel with focus on data analyst outcomes and measurable impact.",Data Analyst
"business analysis, excel, power bi, tableau","ai, analytics",Beginner,"Built projects using business analysis, excel, power bi, tableau with focus on data analyst outcomes and measurable impact.",Data Analyst
"excel, business analysis, tableau, statistics, dashboards, sql","security, cloud",Beginner,"Built projects using excel, business analysis, tableau, statistics, dashboards, sql with focus on data analyst outcomes and measurable impact.",Data Analyst
"tableau, dashboards, statistics, business analysis","security, systems",Intermediate,"Built projects using tableau, dashboards, statistics, business analysis with focus on data analyst outcomes and measurable impact.",Data Analyst
"statistics, tableau, excel, business analysis, dashboards, power bi, sql","analytics, automation",Beginner,"Built projects using statistics, tableau, excel, business analysis, dashboards, power bi, sql with focus on data analyst outcomes and measurable impact.",Data Analyst
"statistics, tableau, business analysis, sql, power bi","security, product",Intermediate,"Built projects using statistics, tableau, business analysis, sql, power bi with focus on data analyst outcomes and measurable impact.",Data Analyst
"dashboards, power bi, tableau, statistics, business analysis, sql, excel","security, cloud",Intermediate,"Built projects using dashboards, power bi, tableau, statistics, business analysis, sql, excel with focus on data analyst outcomes and measurable impact.",Data Analyst
"statistics, tableau, power bi, dashboards","cloud, analytics",Advanced,"Built projects using statistics, tableau, power bi, dashboards with focus on data analyst outcomes and measurable impact.",Data Analyst
"statistics, sql, business analysis, power bi, tableau, dashboards, excel","ai, analytics",Intermediate,"Built projects using statistics, sql, business analysis, power bi, tableau, dashboards, excel with focus on data analyst outcomes and measurable impact.",Data Analyst
"business analysis, statistics, power bi, dashboards, sql, excel","product, analytics",Beginner,"Built projects using business analysis, statistics, power bi, dashboards, sql, excel with focus on data analyst outcomes and measurable impact.",Data Analyst
"tableau, excel, sql, power bi","automation, ai",Beginner,"Built projects using tableau, excel, sql, power bi with focus on data analyst outcomes and measurable impact.",Data Analyst
"business analysis, statistics, tableau, dashboards","ai, security",Intermediate,"Built projects using business analysis, statistics, tableau, dashboards with focus on data analyst outcomes and measurable impact.",Data Analyst
"power bi, tableau, business analysis, dashboards, excel, statistics, sql","security, cloud",Beginner,"Built projects using power bi, tableau, business analysis, dashboards, excel, statistics, sql with focus on data analyst outcomes and measurable impact.",Data Analyst
"excel, dashboards, tableau, power bi, business analysis, statistics, sql","cloud, product",Beginner,"Built projects using excel, dashboards, tableau, power bi, business analysis, statistics, sql with focus on data analyst outcomes and measurable impact.",Data Analyst
"tableau, excel, dashboards","systems, ai",Advanced,"Built projects using tableau, excel, dashboards with focus on data analyst outcomes and measurable impact.",Data Analyst
"sql, power bi, tableau","systems, product",Intermediate,"Built projects using sql, power bi, tableau with focus on data analyst outcomes and measurable impact.",Data Analyst
"dashboards, excel, sql","analytics, cloud",Intermediate,"Built projects using dashboards, excel, sql with focus on data analyst outcomes and measurable impact.",Data Analyst
